itemCode,製品名:和名,製造販売元,経済課コード,リスク区分等,成分名
,漢方ナイトミン,明治薬品（株）,520C00A00892,第2類,
,ガスピタンa,明治薬品（株）,231C00A00262,第3類,
,ガノン液小児用,明治薬品（株）,118E00A00491,指定第2類,
,ガノンせき止めシロップ,明治薬品（株）,224E00A02053,指定第2類,
,キノシンS「アマノ」,明治薬品（株）,231D00A00006,第2類,
,金蛇精DI,明治薬品（株）,329E00A00599,第2類,
,金蛇精プレミアム,明治薬品（株）,329D00A00250,第2類,
,クレアラシルH3,明治薬品（株）,265N02A00054,第2類,
,クレアラシルS3,明治薬品（株）,265N01A00053,第2類,
,コーラックハーブ,明治薬品（株）,235C01A10017,指定第2類,
,新ガノンせき止め錠,明治薬品（株）,224C01A10010,指定第2類,
,新ノーソ,明治薬品（株）,114C00A00020,指定第2類,
,ジシンコウ坐薬,明治薬品（株）,255Q00A00786,指定第2類,
,ソラシドン,明治薬品（株）,133C00A00769,第2類,
,東方牛黄清心液DX,明治薬品（株）,329E01A00200,第3類,
,ノルクスK錠,明治薬品（株）,590C00A00258,第2類,
,パナトリンS,明治薬品（株）,222C02A00015,指定第2類,
,パブロンせき止め液,明治薬品（株）,224E03A10017,指定第2類,
,複方アスパラギン酸塩内服液,明治薬品（株）,329E00A01255,第3類,
,プレコールせき止め錠A,明治薬品（株）,222C00A10015,指定第2類,
,ヘルスパンC錠2000,明治薬品（株）,314C02A10034,第3類,
,ベルゲン顆粒,明治薬品（株）,118B00A00734,指定第2類,
,ベルゲンシロップ（小児用）,明治薬品（株）,118E02A10010,指定第2類,
,ベルゲンせき止めシロップ,明治薬品（株）,224E03A00005,指定第2類,
,ベルゲン鼻炎カプセル,明治薬品（株）,441D00A10001,指定第2類,
,補全-S,明治薬品（株）,329E00A01026,第2類,
,ラクナールGX,明治薬品（株）,329E00A00743,第2類,
,リリービストGB,明治薬品（株）,329E00A00097,第3類,
,リリービストローヤル,明治薬品（株）,329E02A00418,第2類,
,ローヤルテストンG,明治薬品（株）,329E00A00631,第2類,
,ロイヤンD,明治薬品（株）,329E00A00614,第3類,
,アルウエッティone2-イソプロ(販売名:メディアルコットl-S),明星産商（株）,261Z00A00613,第3類,
,アルウエッティone2-エタノール(販売名:,明星産商（株）,261Z00A00612,第3類,
,メディアルコットP-S),,,,
,タイツコウ軟膏,メルスモン製薬（株）,264N00A01893,第2類,
,エパデールT,持田製薬（株）,218B00A00613,第1類,
,うちみ奇効散,（有）森回春堂,590G00A07842,第2類,
,破風湯,（有）森回春堂,590G01A07842,指定第2類,
,小児用ノバコデS,森田薬品工業（株）,118E10A10001,指定第2類,
,小児用ノバコデシロップ,森田薬品工業（株）,118E00A00235,指定第2類,
,新マイコスDSゴールド,森田薬品工業（株）,397E00A00279,第2類,
,タチカワ電解カルシウム,森田薬品工業（株）,321E00A02342,第3類,
,マイコスダッシュ,森田薬品工業（株）,397E01A00360,第2類,
,モリピン内服液,森田薬品工業（株）,115E00A03075,第3類,
,赤缶胃腸薬,森本製薬（株）,238B00D00997,第3類,
,赤玉はらぐすり,森本製薬（株）,231R00D00996,第3類,
,コースミンD1,森本製薬（株）,118D01D00053,指定第2類,
,コースミンK,森本製薬（株）,118B00D01683,第2類,
,コースミンK1,森本製薬（株）,118B02A10020,第2類,
,コースミンSカプセル,森本製薬（株）,118D01D00087,指定第2類,
,光爽仙,森本製薬（株）,114B00D00414,第2類,
,済仁,森本製薬（株）,211R00D00009,第2類,
,サワリン,森本製薬（株）,114B00D03456,指定第2類,
,三救喘息薬DX,森本製薬（株）,222B00A10015,指定第2類,
,三救妙気散 顆粒,森本製薬（株）,222B01A10013,指定第2類,
,精強心,森本製薬（株）,211R00D02204,第2類,
,せきどめモリユートンS,森本製薬（株）,222B00D10014,指定第2類,
,大寿黄蟾,森本製薬（株）,211D00D00146,第2類,
,大寿六神丸,森本製薬（株）,211R00D02146,第2類,
,大寿八味丸,森本製薬（株）,520R00D00484,第2類,
,マイノーゼン錠A,森本製薬（株）,114C02D00017,指定第2類,
,森本六神丸,森本製薬（株）,211R00D02205,第2類,
,リキトップA内服液,森本製薬（株）,318E00D02235,第3類,
,リキトップ内服液,森本製薬（株）,329E00D01418,第3類,
,パラノン,矢切薬品（株）,734Z00A01555,第1類,
,アスミンA,薬王製薬（株）,118B01A10049,第2類,
,アスミンB,薬王製薬（株）,118B01A00026,第2類,
,アスミンC,薬王製薬（株）,118B03A10010,指定第2類,
,アスミンEXゴールド,薬王製薬（株）,118D00A10020,指定第2類,
,アスミンIB,薬王製薬（株）,118D00A00443,指定第2類,
,アスミンM,薬王製薬（株）,118B09A10009,第2類,
,アスミンかぜカプセル,薬王製薬（株）,118D01D10048,指定第2類,
,アスミンガードAZ,薬王製薬（株）,449C00A00194,第2類,
drug-pony:10766723,アスミン鼻炎薬,薬王製薬（株）,132C00A00073,第2類,ケトチフェンフマル酸塩
,アトシトール,薬王製薬（株）,218C00A00401,第2類,
,医王湯エキス錠,薬王製薬（株）,520C00A00514,第2類,
,胃腸アイシン,薬王製薬（株）,231C00D01607,第2類,
,胃腸薬王丸,薬王製薬（株）,233R01D00731,第3類,
,うのろっこん風邪薬,薬王製薬（株）,118D00D10008,指定第2類,
,エバシェリーン,薬王製薬（株）,235B70A00020,指定第2類,
,エバシェリーン「顆粒」,薬王製薬（株）,235B03A10002,指定第2類,
,エバシェリーンハーブ錠,薬王製薬（株）,235C03A10013,指定第2類,
,エバシェリーン「分包」,薬王製薬（株）,235B70A00001,指定第2類,
,エバシェリーンマイルド錠,薬王製薬（株）,235C04A10017,指定第2類,
,エバシャインQ,薬王製薬（株）,211D00A00010,第3類,
,エバセタミン,薬王製薬（株）,313D00A00001,第3類,
,エンナミン,薬王製薬（株）,317D00A01224,第2類,
,漢元ハヤオキM,薬王製薬（株）,118B00D10008,第2類,
,漢元ハヤオキカプセル,薬王製薬（株）,118D03D00006,指定第2類,
,漢元ハヤオキスリー,薬王製薬（株）,118B00D10009,指定第2類,
drug-pony:10764678,漢元ハヤオキツー,薬王製薬（株）,118B01D00025,第2類,
,漢元ハヤオキワン,薬王製薬（株）,118B01D10028,第2類,
,キョーピン,薬王製薬（株）,317D01A01034,第2類,
,キョーピン龍精,薬王製薬（株）,317D00A01167,第2類,
,虔修六神丸,薬王製薬（株）,211C00D02149,第2類,
,コレスシーボン,薬王製薬（株）,218D00A00412,第3類,
,コンドロアリスタミン,薬王製薬（株）,311C00A10004,第3類,
,コンドロミンG,薬王製薬（株）,311B00A10031,第3類,
,ゴールドスピンライフ,薬王製薬（株）,317D00A01173,第2類,
,ゴールワン,薬王製薬（株）,118D06D00011,指定第2類,
,春源精,薬王製薬（株）,317D00A00082,指定第2類,
,春源精ゴールド,薬王製薬（株）,329D00A00061,第2類,
,春甦精,薬王製薬（株）,317D00A01287,第2類,
,春寿精,薬王製薬（株）,317D01A00084,指定第2類,
,新春寿精,薬王製薬（株）,329D00A00062,第2類,
,新スクワミン,薬王製薬（株）,311D00A10026,指定第2類,
,新スマーケン,薬王製薬（株）,218D01A00192,第3類,
,新ノーワカ,薬王製薬（株）,114C08D00003,指定第2類,
,新ピラドンGカプセル,薬王製薬（株）,118D03A00012,指定第2類,
,スクワミン,薬王製薬（株）,311D01A10013,指定第2類,
,スマーケン,薬王製薬（株）,218D00A00436,第3類,
,スヤットミン,薬王製薬（株）,441D00A00460,指定第2類,
,スラートンⅢ,薬王製薬（株）,218D00A00098,第3類,
,スリーピン,薬王製薬（株）,441D00A00388,指定第2類,
,スリーピンα,薬王製薬（株）,520C03A00037,第2類,
,綜合ハヤオキS,薬王製薬（株）,118C00D00155,指定第2類,
,トコフェロンEナチュール,薬王製薬（株）,315D01D00030,第3類,
,ナウチェン,薬王製薬（株）,317D01D01086,第3類,
,ノーケン精,薬王製薬（株）,317D00D01088,第3類,
,ノーワカE,薬王製薬（株）,114B04D00009,指定第2類,
,ハイチトリン,薬王製薬（株）,520C01D00398,第2類,
,ハヤオキIB,薬王製薬（株）,118D00A00442,指定第2類,
,ハヤオキカプセル昼・夜タイプ,薬王製薬（株）,118D01A10001,指定第2類,
,パールライフ,薬王製薬（株）,317D00A00789,第2類,
,パールライフ精,薬王製薬（株）,317D00A00127,第2類,
,パンテフェクト,薬王製薬（株）,218D00A00413,第3類,
,満月胃腸薬,薬王製薬（株）,237B00D01129,第2類,
,メタシゲン,薬王製薬（株）,520C00A00402,第2類,
,モデルビタンQ,薬王製薬（株）,211D00D00010,第3類,
,森田薬王心,薬王製薬（株）,211R00D00566,第2類,
,薬王丸,薬王製薬（株）,233R01D10029,第2類,
,薬王陀羅尼助,薬王製薬（株）,233R00A00221,第3類,
,薬王抑肝散エキス錠,薬王製薬（株）,520C00A00055,第2類,
,ユリガードL,薬王製薬（株）,259C00A00334,指定第2類,
,龍虎春,薬王製薬（株）,317D00D01033,第2類,
,龍虎宝,薬王製薬（株）,317D00D01032,第2類,
,レガーテ鼻炎薬K,薬王製薬（株）,132C00A00779,第2類,
,レポチリン昼・夜タイプ,薬王製薬（株）,118D00D10002,指定第2類,
,エゾエースゴールド,ヤクハン製薬（株）,329E00A00407,第2類,
,新エゾエースH,ヤクハン製薬（株）,329E01A00269,第3類,
,人參牛黄カプセル,薬研開発（株）,590D00A01980,第3類,
,海馬補腎丸,八ッ目製薬（株）,590R70A00106,第2類,
,活絡健歩丸,八ッ目製薬（株）,590R71A00001,指定第2類,
,冠源活血丸,八ッ目製薬（株）,590R70A00027,第2類,
,冠脉通塞丸,八ッ目製薬（株）,590R70A00120,第2類,
,冠脉通塞丸クラシエ,八ッ目製薬（株）,590R00A00530,第2類,
,強力八ッ目鰻キモの油（ビタミンA油入）,八ッ目製薬（株）,311D00A01803,指定第2類,
,銀翹錠,八ッ目製薬（株）,590C70A00031,第2類,
,血府逐お顆粒,八ッ目製薬（株）,590B70A00010,第2類,
,血府逐お丸,八ッ目製薬（株）,590R70A00119,第2類,
,降圧丸,八ッ目製薬（株）,590R70A00509,第2類,
,杞菊地黄丸クラシエ,八ッ目製薬（株）,520R00A00527,第2類,
,杞菊妙見顆粒,八ッ目製薬（株）,520B74A00014,第2類,
,杞菊妙見丸,八ッ目製薬（株）,520R71A00010,第2類,
,至宝三鞭丸,八ッ目製薬（株）,590R70A00114,第2類,
,至宝三鞭丸（小粒）,八ッ目製薬（株）,590R73A00029,第2類,
,精華槐角丸,八ッ目製薬（株）,590R70A00001,第2類,
,精華肝胆丸,八ッ目製薬（株）,520R70A00002,第2類,
,精華香砂養胃丸,八ッ目製薬（株）,520R70A00107,第2類,
,精華牛車腎気丸,八ッ目製薬（株）,520R70A00010,第2類,
,精華潤腸丸,八ッ目製薬（株）,590R72A00001,第2類,
,精華知柏地黄丸,八ッ目製薬（株）,520R70A00026,第2類,
,精華鼻淵丸,八ッ目製薬（株）,590R70A00047,第2類,
,清肺治喘丸,八ッ目製薬（株）,590R71A00015,第2類,
,太上安宮丸,八ッ目製薬（株）,590R70A00072,第2類,
,知柏地黄丸クラシエ,八ッ目製薬（株）,520R00A00529,第2類,
,知柏壮健丸,八ッ目製薬（株）,520R70A00015,第2類,
,中国風邪丸,八ッ目製薬（株）,590R70A00019,第2類,
,天王補心丸,八ッ目製薬（株）,590R70A00069,第2類,
,天王補心丸クラシエ,八ッ目製薬（株）,590R00A00528,第2類,
,当帰養血精,八ッ目製薬（株）,590E70A00015,第2類,
,当帰養血精L,八ッ目製薬（株）,590E00A00170,第2類,
,ハイ・シャロン（複方土槿皮酊）,八ッ目製薬（株）,265M70A00035,第2類,
,柏子養心丸,八ッ目製薬（株）,590R71A00061,第2類,
,八仙宝寿丸,八ッ目製薬（株）,520R72A00029,第2類,
,麦味地黄丸,八ッ目製薬（株）,520R70A00028,第2類,
,風濕舒筋丸,八ッ目製薬（株）,520R70A00111,第2類,
,ベルアベトンK,八ッ目製薬（株）,590R70A00094,第2類,
,八ッ目鰻キモの油（ビタミンA油入）,八ッ目製薬（株）,311D00A01802,指定第2類,
,蘭州金匱腎気丸,八ッ目製薬（株）,520R70A00038,第2類,
,羚翹解毒丸,八ッ目製薬（株）,590R70A00113,第2類,
,新ドクソウガンG,（株）山崎帝國堂,235C01A00052,指定第2類,
,テトラ・コーチゾン軟膏,（株）山崎帝國堂,263N00A10511,指定第2類,
,ドクソウガンE便秘薬,（株）山崎帝國堂,235C00D00027,指定第2類,
,複方毒掃丸,（株）山崎帝國堂,235R00A01395,第2類,
,塩化ベンザルコニウム液（10％）「ヤマゼン」P,山善製薬（株）,261M01A00611,第3類,
,消毒用エタノール「ヤマゼン」P,山善製薬（株）,732Z00C00421,第3類,
,安中散,（株）ヤマダ薬研,520G00A00859,第2類,
,ヤマダのカゴソウ,（株）ヤマダ薬研,510G00A02823,第3類,
,ヤマダのカンゾウ,（株）ヤマダ薬研,510G00A02824,第2類,
,ヤマダのケイヒ末,（株）ヤマダ薬研,510G00A02828,第3類,
,ヤマダのゲンノショウコ,（株）ヤマダ薬研,510G00A02830,第3類,
,ヤマダのコウカ,（株）ヤマダ薬研,510G00A01483,第3類,
,ヤマダのコウジン,（株）ヤマダ薬研,510G00A02832,第3類,
,ヤマダのサンキライ,（株）ヤマダ薬研,510G00A02833,第3類,
,ヤマダのジュウヤク,（株）ヤマダ薬研,510G00A02836,第3類,
,ヤマダのセンナ,（株）ヤマダ薬研,510G00A02837,指定第2類,
,ヤマダのセンナ末,（株）ヤマダ薬研,510G00A02838,指定第2類,
,ヤマダのセンブリ,（株）ヤマダ薬研,510G00A02839,第3類,
,ヤマダのソウハクヒ,（株）ヤマダ薬研,510G00A02841,第3類,
,ヤマダのニンジン,（株）ヤマダ薬研,510G00A02843,第3類,
,ヤマダのボウイ,（株）ヤマダ薬研,510G00A02844,第2類,
,ヤマダのモクツウ,（株）ヤマダ薬研,510G00A02846,第2類,
,ヤマダのヨクイニン,（株）ヤマダ薬研,510G00A01486,第3類,
,ヤマダのヨクイニン末,（株）ヤマダ薬研,510G00A02847,第3類,
,鹿茸大補丸,（株）ヤマダ薬研,520R00A00827,第2類,
,赤玉はら薬,大和合同製薬（株）,231R00D00595,第2類,
,アスキットD3000,大和合同製薬（株）,397E00D00022,第2類,
,アレトロン,大和合同製薬（株）,510G00A00417,第3類,
,アロエ錠A,大和合同製薬（株）,235C01D10028,第3類,
,オキソピタンDX内服液ゴールド,大和合同製薬（株）,312E00D10012,第3類,
,金魚胃腸薬,大和合同製薬（株）,231B00D00594,第2類,
,ギンセンコZ,大和合同製薬（株）,397E01D00362,第2類,
,虔修六神丸,大和合同製薬（株）,211R00D01618,第2類,
,皇漢堂じゅうやく分包,大和合同製薬（株）,235G00A00743,第3類,
,皇漢堂センナ分包,大和合同製薬（株）,235G00A00036,指定第2類,
,コウキジン,大和合同製薬（株）,329E00D00838,第2類,
,コウジンD内服液,大和合同製薬（株）,329E00D00102,第2類,
,新スコールA,大和合同製薬（株）,118C00B00012,指定第2類,
,スカールD3000,大和合同製薬（株）,397E00D00019,第2類,
,スカールDX2000,大和合同製薬（株）,397E00D10352,第2類,
,スコールトローチゴールド,大和合同製薬（株）,279C00D10241,第3類,
,セキ・トローチG,大和合同製薬（株）,224C00D10011,第2類,
,セキドメP顆粒K,大和合同製薬（株）,224B00D10016,指定第2類,
,づつうノーヤク,大和合同製薬（株）,114B00D08819,指定第2類,
,ヅツノーイチ,大和合同製薬（株）,114B00B00015,指定第2類,
,ヅツプロマイ,大和合同製薬（株）,114B00B00017,指定第2類,
,ニコヤカA,大和合同製薬（株）,114B00B00011,指定第2類,
,ねつトンプクA,大和合同製薬（株）,114B00D00081,指定第2類,
,ノーヤクA,大和合同製薬（株）,114B00D00082,指定第2類,
,パス・スカール,大和合同製薬（株）,312E00D10025,第3類,
,パス・ビタイミンEX,大和合同製薬（株）,312E00D10008,第3類,
,ビタイミンD3000,大和合同製薬（株）,397E01D00021,第2類,
,ヤマトアロエ錠,大和合同製薬（株）,235C01D00266,第3類,
